OBJECTID,FID_grid_25,grid_area,grid_id,FID_sz_1066,ID,AREA,ZONE,TAZ,SNAME,SECT6,SECT8,SECT12,SECT_T,SECT24,SECT50,CLASS2001,CLASS2010,CLASS2020,CLASS2030,HSSECT,DISTRICT,INCCLASS,EMPINC,INCCLASS05,INCCLASS30,EMPINC05,EMPINC30,TOURE,HKSZ,POP2005,POP2030,EMP2005,EMP2030,SECT29,mianji,CODE,_,_1,New_CODE,new_CODE_A,Area_A,codeA,code1112,code_1112,newTAZcode,TAZ_code,newCODE,code2,newCODE1,newTAZ_No,ORIG_ID,NewArea,Shape_Length,Shape_Area,segArea
3157,981,3322650.5,980,27,7730,3.012165,7730,426,LG204-T2,6,6,10,20,40,44,78,67,56,45,6,0,0,0,0,0,0,0,0,240,32574,203,19685,724,25,7784014.182,20073,140527.026,0,0,0,7784010,0,0,0,0,0,0,0,200730,3513,27,7747460,0.012007393,5.86174E-06,66743.05469
3158,981,3322650.5,980,630,7770,1.358559,7770,430,LG204-03,6,6,10,20,40,44,87,76,65,54,6,0,0,0,0,0,0,0,0,240,22850,17688,25425,16050,25,1580955.441,20042,139722.6412,0,0,0,2280520,0,0,0,0,0,0,0,202212,3551,630,2269520,0.029307285,4.10322E-05,467166.1563
3159,981,3322650.5,980,631,7760,1.541257,7760,429,LG204-01,6,6,10,20,40,44,88,77,66,55,6,0,0,0,0,0,0,0,0,240,10938,13569,48989,20362,25,1507061.027,20062,138765.4195,0,0,0,1507060,0,0,0,0,0,0,0,201120,3552,631,1499850,0.040638313,8.5257E-05,970722
3160,981,3322650.5,980,632,7760,1.541257,7760,429,LG204-01,6,6,10,20,40,44,88,77,66,55,6,0,0,0,0,0,0,0,0,240,10938,13569,48989,20362,25,1004154.114,20063,138433.9439,0,0,0,946260,0,0,0,0,0,0,0,200420,3553,632,941788,0.031665692,5.51417E-05,627852.1875
3161,982,3334104.5,981,11,7770,1.358559,7770,430,LG204-03,6,6,10,20,40,44,87,76,65,54,6,0,0,0,0,0,0,0,0,240,22850,17688,25425,16050,25,1014673.894,20052,141746.0606,0,0,0,1889420,0,0,0,0,0,0,0,200520,3506,11,1880210,0.020301764,2.45515E-05,279517.7813
3162,982,3334104.5,981,27,7730,3.012165,7730,426,LG204-T2,6,6,10,20,40,44,78,67,56,45,6,0,0,0,0,0,0,0,0,240,32574,203,19685,724,25,7784014.182,20073,140527.026,0,0,0,7784010,0,0,0,0,0,0,0,200730,3513,27,7747460,0.042134342,2.79099E-05,317778.1875
3163,982,3334104.5,981,560,7770,1.358559,7770,430,LG204-03,6,6,10,20,40,44,87,76,65,54,6,0,0,0,0,0,0,0,0,240,22850,17688,25425,16050,25,1291290.876,20041,140964.8083,1,0,200412,955505,0,0,0,0,0,0,0,210720,3542,560,950834,0.011925222,6.52485E-06,74284.48438
3164,982,3334104.5,981,630,7770,1.358559,7770,430,LG204-03,6,6,10,20,40,44,87,76,65,54,6,0,0,0,0,0,0,0,0,240,22850,17688,25425,16050,25,1580955.441,20042,139722.6412,0,0,0,2280520,0,0,0,0,0,0,0,202212,3551,630,2269520,0.042204541,0.000105891,1205607.5
3165,982,3334104.5,981,631,7760,1.541257,7760,429,LG204-01,6,6,10,20,40,44,88,77,66,55,6,0,0,0,0,0,0,0,0,240,10938,13569,48989,20362,25,1507061.027,20062,138765.4195,0,0,0,1507060,0,0,0,0,0,0,0,201120,3552,631,1499850,0.010738202,5.11855E-06,58280.07031
3166,982,3334104.5,981,760,7770,1.358559,7770,430,LG204-03,6,6,10,20,40,44,87,76,65,54,6,0,0,0,0,0,0,0,0,240,22850,17688,25425,16050,25,1014673.894,20051,140687.2165,0,0,0,1367900,0,0,0,0,0,0,0,211340,3561,760,1361340,0.043533654,0.000114288,1301241.25
3167,982,3334104.5,981,761,7770,1.358559,7770,430,LG204-03,6,6,10,20,40,44,87,76,65,54,6,0,0,0,0,0,0,0,0,240,22850,17688,25425,16050,25,1014673.894,20053,142099.045,0,0,0,1530840,0,0,0,0,0,0,0,211410,3562,761,1523480,0.014121049,1.10231E-05,125507.9453
3168,983,3357094.75,982,11,7770,1.358559,7770,430,LG204-03,6,6,10,20,40,44,87,76,65,54,6,0,0,0,0,0,0,0,0,240,22850,17688,25425,16050,25,1014673.894,20052,141746.0606,0,0,0,1889420,0,0,0,0,0,0,0,200520,3506,11,1880210,0.034288132,6.39055E-05,727563.9375
3169,983,3357094.75,982,15,7810,4.483257,7810,434,LG204-T2,6,6,10,20,40,44,88,77,66,55,6,0,0,0,0,0,0,0,0,240,21727,403,469,700,25,11585733.58,20993,144366.5462,0,0,0,8678980,0,0,0,0,0,0,0,209930,3510,15,8635890,0.017184428,1.77976E-05,202636.1406
3170,983,3357094.75,982,27,7730,3.012165,7730,426,LG204-T2,6,6,10,20,40,44,78,67,56,45,6,0,0,0,0,0,0,0,0,240,32574,203,19685,724,25,7784014.182,20073,140527.026,0,0,0,7784010,0,0,0,0,0,0,0,200730,3513,27,7747460,0.020751014,1.79335E-05,204185.9531
3171,983,3357094.75,982,759,7800,1.112159,7800,433,LG204-05,6,6,10,20,40,44,88,77,66,55,6,0,0,0,0,0,0,0,0,240,6656,1938,606,2744,25,2874064.027,20033,143088.9541,0,0,0,1210490,0,0,0,0,0,0,0,211320,3560,759,1204520,0.010506615,3.45521E-06,39335.90625
3172,983,3357094.75,982,760,7770,1.358559,7770,430,LG204-03,6,6,10,20,40,44,87,76,65,54,6,0,0,0,0,0,0,0,0,240,22850,17688,25425,16050,25,1014673.894,20051,140687.2165,0,0,0,1367900,0,0,0,0,0,0,0,211340,3561,760,1361340,0.012405124,7.26432E-06,82706.79688
3173,983,3357094.75,982,761,7770,1.358559,7770,430,LG204-03,6,6,10,20,40,44,87,76,65,54,6,0,0,0,0,0,0,0,0,240,22850,17688,25425,16050,25,1014673.894,20053,142099.045,0,0,0,1530840,0,0,0,0,0,0,0,211410,3562,761,1523480,0.051512799,0.000122102,1390169.125
3174,983,3357094.75,982,762,7770,1.358559,7770,430,LG204-03,6,6,10,20,40,44,87,76,65,54,6,0,0,0,0,0,0,0,0,240,22850,17688,25425,16050,25,1386499.101,20034,143152.7239,0,0,0,1308420,0,0,0,0,0,0,0,211440,3563,762,1302090,0.041586971,5.93662E-05,675893.375
3175,984,3333939.75,983,15,7810,4.483257,7810,434,LG204-T2,6,6,10,20,40,44,88,77,66,55,6,0,0,0,0,0,0,0,0,240,21727,403,469,700,25,11585733.58,20993,144366.5462,0,0,0,8678980,0,0,0,0,0,0,0,209930,3510,15,8635890,0.072405736,0.000219736,2501687.5
3176,984,3333939.75,983,33,7820,3.851652,7820,435,LG301-T1,6,6,11,21,41,45,87,76,65,55,6,0,0,0,0,0,0,0,0,241,20158,921,300,1314,26,9953465.249,21181,144918.4511,0,0,0,8912610,0,0,0,0,0,0,0,211810,6010,33,8871280,0.005261739,1.11386E-06,12681.92676
3177,984,3333939.75,983,561,7840,1.892203,7840,437,LG301-01,6,6,11,21,41,45,87,76,65,55,6,0,0,0,0,0,0,0,0,241,13500,20123,32412,10005,26,1911632.988,21112,146697.0306,0,0,0,1911630,0,0,0,0,0,0,0,120131,6044,561,1902330,0.010731549,4.34928E-06,49516.05859
3178,984,3333939.75,983,751,7820,3.851652,7820,435,LG301-T1,6,6,11,21,41,45,87,76,65,55,6,0,0,0,0,0,0,0,0,241,20158,921,300,1314,26,9953465.249,21111,145276.4591,0,0,0,1040860,0,0,0,0,0,0,0,190270,6053,751,1035840,0.018028148,1.5799E-05,179875.7813
3179,984,3333939.75,983,759,7800,1.112159,7800,433,LG204-05,6,6,10,20,40,44,88,77,66,55,6,0,0,0,0,0,0,0,0,240,6656,1938,606,2744,25,2874064.027,20033,143088.9541,0,0,0,1210490,0,0,0,0,0,0,0,211320,3560,759,1204520,0.007176316,3.16277E-06,36006.44141
3180,984,3333939.75,983,762,7770,1.358559,7770,430,LG204-03,6,6,10,20,40,44,87,76,65,54,6,0,0,0,0,0,0,0,0,240,22850,17688,25425,16050,25,1386499.101,20034,143152.7239,0,0,0,1308420,0,0,0,0,0,0,0,211440,3563,762,1302090,0.032185742,5.36162E-05,610416.75
3181,985,3356929.75,984,15,7810,4.483257,7810,434,LG204-T2,6,6,10,20,40,44,88,77,66,55,6,0,0,0,0,0,0,0,0,240,21727,403,469,700,25,11585733.58,20993,144366.5462,0,0,0,8678980,0,0,0,0,0,0,0,209930,3510,15,8635890,0.029208784,4.06913E-05,463244.4688
3182,985,3356929.75,984,35,7840,1.892203,7840,437,LG301-01,6,6,11,21,41,45,87,76,65,55,6,0,0,0,0,0,0,0,0,241,13500,20123,32412,10005,26,2978244.329,21113,146894.1125,0,0,0,2978240,0,0,0,0,0,0,0,211130,6011,35,2963900,0.026272045,2.49799E-05,284396
3183,985,3356929.75,984,561,7840,1.892203,7840,437,LG301-01,6,6,11,21,41,45,87,76,65,55,6,0,0,0,0,0,0,0,0,241,13500,20123,32412,10005,26,1911632.988,21112,146697.0306,0,0,0,1911630,0,0,0,0,0,0,0,120131,6044,561,1902330,0.05806432,8.86749E-05,1009545.25
3184,985,3356929.75,984,751,7820,3.851652,7820,435,LG301-T1,6,6,11,21,41,45,87,76,65,55,6,0,0,0,0,0,0,0,0,241,20158,921,300,1314,26,9953465.249,21111,145276.4591,0,0,0,1040860,0,0,0,0,0,0,0,190270,6053,751,1035840,0.025699491,4.42136E-05,503376.9688
3185,986,3333777,985,35,7840,1.892203,7840,437,LG301-01,6,6,11,21,41,45,87,76,65,55,6,0,0,0,0,0,0,0,0,241,13500,20123,32412,10005,26,2978244.329,21113,146894.1125,0,0,0,2978240,0,0,0,0,0,0,0,211130,6011,35,2963900,0.038779975,3.5787E-05,407402.9688
3186,986,3333777,985,561,7840,1.892203,7840,437,LG301-01,6,6,11,21,41,45,87,76,65,55,6,0,0,0,0,0,0,0,0,241,13500,20123,32412,10005,26,1911632.988,21112,146697.0306,0,0,0,1911630,0,0,0,0,0,0,0,120131,6044,561,1902330,0.047025722,6.49057E-05,738931.875
3187,987,3356767,986,456,7860,1.14274,7860,439,LG301-04,6,6,11,21,41,45,87,76,65,55,6,0,0,0,0,0,0,0,0,241,5868,4447,0,7609,26,2953123.1,21171,150544.6433,0,0,0,2953120,0,0,0,0,0,0,0,211710,6019,456,2938420,0.054893754,9.21022E-05,1048483.938
3188,987,3356767,986,507,7870,1.71941,7870,440,LG301-03,6,6,11,21,41,45,87,66,55,45,6,0,0,0,0,0,0,0,0,241,7541,22729,16915,15427,26,1786272.162,21165,150922.3124,0,0,0,1040840,0,0,0,0,0,0,0,210140,6025,507,1035730,0.015440414,1.17961E-05,134291.8281
3189,987,3356767,986,561,7840,1.892203,7840,437,LG301-01,6,6,11,21,41,45,87,76,65,55,6,0,0,0,0,0,0,0,0,241,13500,20123,32412,10005,26,1911632.988,21112,146697.0306,0,0,0,1911630,0,0,0,0,0,0,0,120131,6044,561,1902330,0.012783307,8.05408E-06,91694
3190,987,3356767,986,757,7870,1.71941,7870,440,LG301-03,6,6,11,21,41,45,87,66,55,45,6,0,0,0,0,0,0,0,0,241,7541,22729,16915,15427,26,1786272.162,21163,149612.3712,0,0,0,745429,0,0,0,0,0,0,0,211110,6059,757,741803,0.028693114,2.77106E-05,315465.7813
3191,988,3322081.5,987,455,7870,1.71941,7870,440,LG301-03,6,6,11,21,41,45,87,66,55,45,6,0,0,0,0,0,0,0,0,241,7541,22729,16915,15427,26,1671793.198,21162,150644.9143,0,0,0,1671790,0,0,0,0,0,0,0,211620,6018,455,1663680,0.02623061,1.71978E-05,195781.0469
3192,988,3322081.5,987,456,7860,1.14274,7860,439,LG301-04,6,6,11,21,41,45,87,76,65,55,6,0,0,0,0,0,0,0,0,241,5868,4447,0,7609,26,2953123.1,21171,150544.6433,0,0,0,2953120,0,0,0,0,0,0,0,211710,6019,456,2938420,0.039733892,7.96132E-05,906283.5625
3193,988,3322081.5,987,507,7870,1.71941,7870,440,LG301-03,6,6,11,21,41,45,87,66,55,45,6,0,0,0,0,0,0,0,0,241,7541,22729,16915,15427,26,1786272.162,21165,150922.3124,0,0,0,1040840,0,0,0,0,0,0,0,210140,6025,507,1035730,0.036161687,7.93114E-05,902894.625
3194,988,3322081.5,987,508,7880,2.091318,7880,441,LG301-05,6,6,11,21,41,45,87,66,55,45,6,0,0,0,0,0,0,0,0,241,9888,27275,32,39039,26,1632039.748,21164,151871.5123,0,0,0,1316660,0,0,0,0,0,0,0,211020,6028,508,1310180,0.045536291,7.38204E-05,840364.25
3195,989,3333537.5,988,508,7880,2.091318,7880,441,LG301-05,6,6,11,21,41,45,87,66,55,45,6,0,0,0,0,0,0,0,0,241,9888,27275,32,39039,26,1632039.748,21164,151871.5123,0,0,0,1316660,0,0,0,0,0,0,0,211020,6028,508,1310180,0.013563487,8.72277E-06,99300.32813
3196,1003,3333795,1002,168,5570,0.949443,5570,220,XBGY-19,5,8,6,16,35,31,88,77,66,55,8,0,0,0,0,0,0,0,0,229,21258,56,208,92,8,2453522.644,16061,89158.68156,1,0,160611,1678580,0,0,0,0,0,0,0,160611,4508,168,1671710,0.012019866,6.69062E-06,76229.80469
3197,1004,3288029.5,1003,167,5700,0.782946,5700,233,XBGY-08,5,8,6,16,35,32,88,77,66,55,8,0,0,0,0,0,0,0,0,230,18816,6716,49686,1357,8,2023266.205,16033,90367.94682,0,0,0,2023270,0,0,0,0,0,0,0,160330,4507,167,2014730,0.053418737,7.83764E-05,892898.5625
3198,1004,3288029.5,1003,168,5570,0.949443,5570,220,XBGY-19,5,8,6,16,35,31,88,77,66,55,8,0,0,0,0,0,0,0,0,229,21258,56,208,92,8,2453522.644,16061,89158.68156,1,0,160611,1678580,0,0,0,0,0,0,0,160611,4508,168,1671710,0.041322337,7.50478E-05,855047.4375
3199,1004,3288029.5,1003,771,5690,1.045639,5690,232,XBGY-11,5,8,6,16,35,32,78,56,45,33,8,0,0,0,0,0,0,0,0,230,38441,38149,347,11740,8,1632203.733,16041,90481.3083,1,0,160412,490766,0,0,0,0,0,0,0,202130,4586,771,488745,0.009122628,4.33065E-06,49340.41016
3200,1004,3288029.5,1003,976,5690,1.045639,5690,232,XBGY-11,5,8,6,16,35,32,78,56,45,33,8,0,0,0,0,0,0,0,0,230,38441,38149,347,11740,8,1632203.733,16041,90481.3083,1,0,160411,434739,0,0,0,0,0,0,0,160921,4646,976,432938,0.018392678,1.91852E-05,218579.1719
3201,1004,3288029.5,1003,977,5570,0.949443,5570,220,XBGY-19,5,8,6,16,35,31,88,77,66,55,8,0,0,0,0,0,0,0,0,229,21258,56,208,92,8,2453522.644,16061,89158.68156,1,0,160612,351533,0,0,0,0,0,0,0,160922,4647,977,350097,0.013404441,8.9258E-06,101694.0625
3202,1004,3288029.5,1003,978,5570,0.949443,5570,220,XBGY-19,5,8,6,16,35,31,88,77,66,55,8,0,0,0,0,0,0,0,0,229,21258,56,208,92,8,2453522.644,16061,89158.68156,1,0,160613,423408,0,0,0,0,0,0,0,160912,4648,978,421677,0.001979506,1.86265E-07,2122.179199
3203,1005,3333598.5,1004,167,5700,0.782946,5700,233,XBGY-08,5,8,6,16,35,32,88,77,66,55,8,0,0,0,0,0,0,0,0,230,18816,6716,49686,1357,8,2023266.205,16033,90367.94682,0,0,0,2023270,0,0,0,0,0,0,0,160330,4507,167,2014730,0.033021073,6.0048E-05,684078.25
3204,1005,3333598.5,1004,181,5710,0.59137,5710,234,XBGY-09,5,8,6,16,35,32,78,67,56,45,8,0,0,0,0,0,0,0,0,230,12825,3744,93,6633,8,1528200.558,16032,92238.15731,1,0,160321,954226,0,0,0,0,0,0,0,160321,4513,181,950158,0.025132785,3.18605E-05,362954.7813
3205,1005,3333598.5,1004,182,5680,1.190011,5680,231,XBGY-12,5,8,6,16,35,32,78,56,45,33,8,0,0,0,0,0,0,0,0,230,68397,23123,40149,16566,8,953574.187,16052,92229.88669,1,0,160522,521504,0,0,0,0,0,0,0,160522,4514,182,519319,0.011137479,3.82587E-06,43585.76563
3206,1005,3333598.5,1004,317,5690,1.045639,5690,232,XBGY-11,5,8,6,16,35,32,78,56,45,33,8,0,0,0,0,0,0,0,0,230,38441,38149,347,11740,8,1632203.733,16043,91204.32483,1,0,160431,604907,0,0,0,0,0,0,0,160431,4522,317,602399,0.026398251,4.2215E-05,480952.3438
3207,1005,3333598.5,1004,691,5680,1.190011,5680,231,XBGY-12,5,8,6,16,35,32,78,56,45,33,8,0,0,0,0,0,0,0,0,230,68397,23123,40149,16566,8,787327.0558,16051,92040.34772,1,0,160512,452853,0,0,0,0,0,0,0,192310,4569,691,450938,0.016922734,1.51806E-05,172937.9531
3208,1005,3333598.5,1004,771,5690,1.045639,5690,232,XBGY-11,5,8,6,16,35,32,78,56,45,33,8,0,0,0,0,0,0,0,0,230,38441,38149,347,11740,8,1632203.733,16041,90481.3083,1,0,160412,490766,0,0,0,0,0,0,0,202130,4586,771,488745,0.018045829,1.91201E-05,217837.125
3209,1005,3333598.5,1004,975,5690,1.045639,5690,232,XBGY-11,5,8,6,16,35,32,78,56,45,33,8,0,0,0,0,0,0,0,0,230,38441,38149,347,11740,8,1632203.733,16043,91204.32483,1,0,160432,387425,0,0,0,0,0,0,0,161713,4645,975,385802,0.02382814,3.45334E-05,393422.7813
3210,1005,3333598.5,1004,976,5690,1.045639,5690,232,XBGY-11,5,8,6,16,35,32,78,56,45,33,8,0,0,0,0,0,0,0,0,230,38441,38149,347,11740,8,1632203.733,16041,90481.3083,1,0,160411,434739,0,0,0,0,0,0,0,160921,4646,976,432938,0.017862884,1.77082E-05,201745.3906
3211,1005,3333598.5,1004,983,5680,1.190011,5680,231,XBGY-12,5,8,6,16,35,32,78,56,45,33,8,0,0,0,0,0,0,0,0,230,68397,23123,40149,16566,8,787327.0558,16051,92040.34772,1,0,160511,334474,0,0,0,0,0,0,0,160411,4653,983,333067,0.021881273,2.96012E-05,337224.5625
3212,1005,3333598.5,1004,984,5680,1.190011,5680,231,XBGY-12,5,8,6,16,35,32,78,56,45,33,8,0,0,0,0,0,0,0,0,230,68397,23123,40149,16566,8,953574.187,16052,92229.88669,1,0,160521,432070,0,0,0,0,0,0,0,160612,4654,984,430269,0.02386208,3.67779E-05,419001.0938
3213,1005,3333598.5,1004,985,5680,1.190011,5680,231,XBGY-12,5,8,6,16,35,32,78,56,45,33,8,0,0,0,0,0,0,0,0,230,68397,23123,40149,16566,8,1334279.836,16053,92582.33129,1,0,160532,492558,0,0,0,0,0,0,0,160613,4655,985,490527,0.007479254,1.74344E-06,19862.7832
3214,1006,3287836.75,1005,180,5660,1.316085,5660,229,XBGY-10,5,8,6,16,35,32,78,57,46,35,8,0,0,0,0,0,0,0,0,230,31313,581,28930,600,8,3400979.464,16993,94202.57373,0,0,0,3400980,0,0,0,0,0,0,0,169930,4512,180,3386500,0.048454497,7.84919E-05,894166.5625
3215,1006,3287836.75,1005,181,5710,0.59137,5710,234,XBGY-09,5,8,6,16,35,32,78,67,56,45,8,0,0,0,0,0,0,0,0,230,12825,3744,93,6633,8,1528200.558,16032,92238.15731,1,0,160321,954226,0,0,0,0,0,0,0,160321,4513,181,950158,0.010510548,6.69621E-06,76281.1875
3216,1006,3287836.75,1005,182,5680,1.190011,5680,231,XBGY-12,5,8,6,16,35,32,78,56,45,33,8,0,0,0,0,0,0,0,0,230,68397,23123,40149,16566,8,953574.187,16052,92229.88669,1,0,160522,521504,0,0,0,0,0,0,0,160522,4514,182,519319,0.025813753,4.15258E-05,473082.875
3217,1006,3287836.75,1005,326,5670,0.776809,5670,230,XBGY-13,5,8,6,16,35,32,78,57,46,35,8,0,0,0,0,0,0,0,0,230,20640,17902,68,3737,8,2007398.925,16055,93906.78447,0,0,0,1277870,0,0,0,0,0,0,0,160550,4531,326,1272520,0.028710059,4.56795E-05,520402.6563
3218,1006,3287836.75,1005,549,5680,1.190011,5680,231,XBGY-12,5,8,6,16,35,32,78,56,45,33,8,0,0,0,0,0,0,0,0,230,68397,23123,40149,16566,8,1334279.836,16055,92582.33129,1,0,0,841722,0,0,0,0,0,0,0,150420,4548,549,838233,0.020956911,1.84607E-05,210315.5469
3219,1006,3287836.75,1005,691,5680,1.190011,5680,231,XBGY-12,5,8,6,16,35,32,78,56,45,33,8,0,0,0,0,0,0,0,0,230,68397,23123,40149,16566,8,787327.0558,16051,92040.34772,1,0,160512,452853,0,0,0,0,0,0,0,192310,4569,691,450938,0.019811772,2.37674E-05,270757.6563
3220,1006,3287836.75,1005,712,5670,0.776809,5670,230,XBGY-13,5,8,6,16,35,32,78,57,46,35,8,0,0,0,0,0,0,0,0,230,20640,17902,68,3737,8,2007398.925,16054,93145.83778,0,0,0,729529,0,0,0,0,0,0,0,161310,4574,712,726438,0.057851724,6.10296E-05,695252.375
3221,1006,3287836.75,1005,982,5710,0.59137,5710,234,XBGY-09,5,8,6,16,35,32,78,67,56,45,8,0,0,0,0,0,0,0,0,230,12825,3744,93,6633,8,1528200.558,16032,92238.15731,1,0,160322,573975,0,0,0,0,0,0,0,160432,4652,982,571511,0.018358442,1.09505E-05,124743.4531
3222,1006,3287836.75,1005,984,5680,1.190011,5680,231,XBGY-12,5,8,6,16,35,32,78,56,45,33,8,0,0,0,0,0,0,0,0,230,68397,23123,40149,16566,8,953574.187,16052,92229.88669,1,0,160521,432070,0,0,0,0,0,0,0,160612,4654,984,430269,0.005135578,8.71718E-07,9931.37207
3223,1006,3287836.75,1005,985,5680,1.190011,5680,231,XBGY-12,5,8,6,16,35,32,78,56,45,33,8,0,0,0,0,0,0,0,0,230,68397,23123,40149,16566,8,1334279.836,16053,92582.33129,1,0,160532,492558,0,0,0,0,0,0,0,160613,4655,985,490527,0.004320745,1.13249E-06,12902.35938
3224,1007,3333404.5,1006,180,5660,1.316085,5660,229,XBGY-10,5,8,6,16,35,32,78,57,46,35,8,0,0,0,0,0,0,0,0,230,31313,581,28930,600,8,3400979.464,16993,94202.57373,0,0,0,3400980,0,0,0,0,0,0,0,169930,4512,180,3386500,0.057680883,9.18098E-05,1045874.375
3225,1007,3333404.5,1006,196,5810,1.120959,5810,244,XBGX01-05,5,8,7,17,34,33,77,56,45,34,8,0,0,0,0,0,0,0,0,231,28188,13918,366,16276,10,2015681.099,17031,95349.0702,0,0,0,1165270,0,0,0,0,0,0,0,170310,4009,196,1160280,0.036409199,9.15937E-05,1043385.813
3226,1007,3333404.5,1006,326,5670,0.776809,5670,230,XBGY-13,5,8,6,16,35,32,78,57,46,35,8,0,0,0,0,0,0,0,0,230,20640,17902,68,3737,8,2007398.925,16055,93906.78447,0,0,0,1277870,0,0,0,0,0,0,0,160550,4531,326,1272520,0.024850725,4.29731E-05,489561.3125
3227,1007,3333404.5,1006,480,5810,1.120959,5810,244,XBGX01-05,5,8,7,17,34,33,77,56,45,34,8,0,0,0,0,0,0,0,0,231,28188,13918,366,16276,10,881055.6813,17032,95545.08557,0,0,0,881056,0,0,0,0,0,0,0,179940,4044,480,877330,0.03238932,5.87385E-05,669154.0625
3228,1007,3333404.5,1006,650,5850,1.370975,5850,248,XBGX01-06,5,8,7,17,34,33,77,66,55,44,8,0,0,0,0,0,0,0,0,231,32291,36562,25714,33789,10,609967.5051,17033,95770.23792,0,0,0,609968,0,0,0,0,0,0,0,170810,4077,650,607416,0.008369706,2.13645E-06,24338.88477
3229,1007,3333404.5,1006,707,5640,1.267762,5640,227,XBGY-15,5,8,6,16,35,32,78,57,46,35,8,0,0,0,0,0,0,0,0,230,59087,34167,141387,15179,8,2078893.134,16131,94292.9659,0,0,0,798471,0,0,0,0,0,0,0,171410,4573,707,795157,0.008612844,2.75299E-06,31363.34766
3230,1007,3333404.5,1006,732,5810,1.120959,5810,244,XBGX01-05,5,8,7,17,34,33,77,56,45,34,8,0,0,0,0,0,0,0,0,231,28188,13918,366,16276,10,2015681.099,17021,96258.41377,0,0,0,850407,0,0,0,0,0,0,0,159840,4090,732,846728,0.004015647,5.02914E-07,5728.682129
3231,1008,3287646.5,1007,196,5810,1.120959,5810,244,XBGX01-05,5,8,7,17,34,33,77,56,45,34,8,0,0,0,0,0,0,0,0,231,28188,13918,366,16276,10,2015681.099,17031,95349.0702,0,0,0,1165270,0,0,0,0,0,0,0,170310,4009,196,1160280,0.012014315,3.09944E-06,35306.91797
3232,1008,3287646.5,1007,197,5850,1.370975,5850,248,XBGX01-06,5,8,7,17,34,33,77,66,55,44,8,0,0,0,0,0,0,0,0,231,32291,36562,25714,33789,10,870597.1049,17034,96597.43013,0,0,0,1355900,0,0,0,0,0,0,0,170340,4010,197,1350190,0.030675845,5.20535E-05,592986.625
3233,1008,3287646.5,1007,275,5820,2.002791,5820,245,XBGX01-03,5,8,7,17,34,33,76,55,44,34,8,0,0,0,0,0,0,0,0,231,64932,62236,117840,8144,10,1235641.75,17027,96687.9357,0,0,0,750341,0,0,0,0,0,0,0,170270,4021,275,747139,0.035874304,6.379E-05,726671.125
3234,1008,3287646.5,1007,480,5810,1.120959,5810,244,XBGX01-05,5,8,7,17,34,33,77,56,45,34,8,0,0,0,0,0,0,0,0,231,28188,13918,366,16276,10,881055.6813,17032,95545.08557,0,0,0,881056,0,0,0,0,0,0,0,179940,4044,480,877330,0.020507568,1.73692E-05,197867.7031
3235,1008,3287646.5,1007,607,5840,1.589094,5840,247,XBGX01-01,5,8,7,17,34,33,76,55,44,33,8,0,0,0,0,0,0,0,0,231,52249,42216,63497,19649,10,1160318.246,17035,97597.90929,0,0,0,1126100,0,0,0,0,0,0,0,170920,4064,607,1121360,0.014533791,1.18595E-05,135101.9375
3236,1008,3287646.5,1007,609,5840,1.589094,5840,247,XBGX01-01,5,8,7,17,34,33,76,55,44,33,8,0,0,0,0,0,0,0,0,231,52249,42216,63497,19649,10,943582.0225,17041,97882.82714,0,0,0,943582,0,0,0,0,0,0,0,170350,4066,609,939539,0.024431598,1.89971E-05,216407.6094
3237,1008,3287646.5,1007,650,5850,1.370975,5850,248,XBGX01-06,5,8,7,17,34,33,77,66,55,44,8,0,0,0,0,0,0,0,0,231,32291,36562,25714,33789,10,609967.5051,17033,95770.23792,0,0,0,609968,0,0,0,0,0,0,0,170810,4077,650,607416,0.007232776,2.74926E-06,31320.33008
3238,1008,3287646.5,1007,651,5820,2.002791,5820,245,XBGX01-03,5,8,7,17,34,33,76,55,44,34,8,0,0,0,0,0,0,0,0,231,64932,62236,117840,8144,10,1147238.968,17023,97134.96042,0,0,0,1147240,0,0,0,0,0,0,0,170260,4081,651,1142280,0.037267793,8.53632E-05,972379.9375
3239,1008,3287646.5,1007,732,5810,1.120959,5810,244,XBGX01-05,5,8,7,17,34,33,77,56,45,34,8,0,0,0,0,0,0,0,0,231,28188,13918,366,16276,10,2015681.099,17021,96258.41377,0,0,0,850407,0,0,0,0,0,0,0,159840,4090,732,846728,0.02540455,3.68338E-05,419581.4375
3240,1009,3298967.5,1008,277,5840,1.589094,5840,247,XBGX01-01,5,8,7,17,34,33,76,55,44,33,8,0,0,0,0,0,0,0,0,231,52249,42216,63497,19649,10,1272837.222,17042,98750.16193,0,0,0,1272840,0,0,0,0,0,0,0,170420,4022,277,1267370,0.041521665,0.000109591,1248379
3241,1009,3298967.5,1008,499,5840,1.589094,5840,247,XBGX01-01,5,8,7,17,34,33,76,55,44,33,8,0,0,0,0,0,0,0,0,231,52249,42216,63497,19649,10,1175052.315,17043,99769.70531,0,0,0,1175050,0,0,0,0,0,0,0,179970,4054,499,1170010,0.024535594,1.59051E-05,181179.8281
3242,1009,3298967.5,1008,500,5820,2.002791,5820,245,XBGX01-03,5,8,7,17,34,33,76,55,44,34,8,0,0,0,0,0,0,0,0,231,64932,62236,117840,8144,10,1070524.272,17024,98243.7628,0,0,0,1070520,0,0,0,0,0,0,0,170430,4055,500,1065840,0.023078747,2.9631E-05,337520.4688
