OBJECTID,FID_sz_1066,ID,AREA,ZONE,TAZ,SNAME,SECT6,SECT8,SECT12,SECT_T,SECT24,SECT50,CLASS2001,CLASS2010,CLASS2020,CLASS2030,HSSECT,DISTRICT,INCCLASS,EMPINC,INCCLASS05,INCCLASS30,EMPINC05,EMPINC30,TOURE,HKSZ,POP2005,POP2030,EMP2005,EMP2030,SECT29,mianji,CODE,_,_1,New_CODE,new_CODE_A,Area_A,codeA,code1112,code_1112,newTAZcode,TAZ_code,newCODE,code2,newCODE1,newTAZ_No,ORIG_ID,NewArea,FID_GRID_TAZ_50_100,grid_id,Grid_Area,Shape_Length,Shape_Area,segArea
5722,690,5690,1.045639,5690,232,XBGY-11,5,8,6,16,35,32,78,56,45,33,8,0,0,0,0,0,0,0,0,230,38441,38149,347,11740,8,1069900.399,16042,91413.50044,1,0,160423,279351,0,0,0,0,0,0,0,211610,4568,690,278211,3909,3909,829914.3078,0.018135706,1.82856E-05,208339.8906
5723,691,5680,1.190011,5680,231,XBGY-12,5,8,6,16,35,32,78,56,45,33,8,0,0,0,0,0,0,0,0,230,68397,23123,40149,16566,8,787327.0558,16051,92040.34772,1,0,160512,452853,0,0,0,0,0,0,0,192310,4569,691,450938,4009,4009,829865.0819,0.004280539,6.99225E-07,7965.823242
5724,691,5680,1.190011,5680,231,XBGY-12,5,8,6,16,35,32,78,56,45,33,8,0,0,0,0,0,0,0,0,230,68397,23123,40149,16566,8,787327.0558,16051,92040.34772,1,0,160512,452853,0,0,0,0,0,0,0,192310,4569,691,450938,4010,4010,829852.9748,0.002165369,1.05061E-07,1196.883057
5725,691,5680,1.190011,5680,231,XBGY-12,5,8,6,16,35,32,78,56,45,33,8,0,0,0,0,0,0,0,0,230,68397,23123,40149,16566,8,787327.0558,16051,92040.34772,1,0,160512,452853,0,0,0,0,0,0,0,192310,4569,691,450938,4109,4109,829815.839,0.016467745,1.48674E-05,169370.9063
5726,691,5680,1.190011,5680,231,XBGY-12,5,8,6,16,35,32,78,56,45,33,8,0,0,0,0,0,0,0,0,230,68397,23123,40149,16566,8,787327.0558,16051,92040.34772,1,0,160512,452853,0,0,0,0,0,0,0,192310,4569,691,450938,4110,4110,829803.7341,0.019886402,2.39118E-05,272404.0938
5727,692,5650,2940000,5650,228,XBGY-14,5,8,6,16,35,32,77,66,55,44,8,0,0,0,0,0,0,0,0,230,58230,60692,49857,3633,8,559316.6759,16261,92203.41923,0,0,0,559317,0,0,0,0,0,0,0,131530,2067,692,557042,3710,3710,830000.5947,0.002367305,2.36649E-07,2696.452393
5728,692,5650,2940000,5650,228,XBGY-14,5,8,6,16,35,32,77,66,55,44,8,0,0,0,0,0,0,0,0,230,58230,60692,49857,3633,8,559316.6759,16261,92203.41923,0,0,0,559317,0,0,0,0,0,0,0,131530,2067,692,557042,3809,3809,829963.5166,0.017098722,1.57309E-05,179236.6719
5729,692,5650,2940000,5650,228,XBGY-14,5,8,6,16,35,32,77,66,55,44,8,0,0,0,0,0,0,0,0,230,58230,60692,49857,3633,8,559316.6759,16261,92203.41923,0,0,0,559317,0,0,0,0,0,0,0,131530,2067,692,557042,3810,3810,829951.4051,0.021437081,2.31976E-05,264312.3438
5730,692,5650,2940000,5650,228,XBGY-14,5,8,6,16,35,32,77,66,55,44,8,0,0,0,0,0,0,0,0,230,58230,60692,49857,3633,8,559316.6759,16261,92203.41923,0,0,0,559317,0,0,0,0,0,0,0,131530,2067,692,557042,3909,3909,829914.3078,0.008803679,4.36538E-06,49737.47656
5731,692,5650,2940000,5650,228,XBGY-14,5,8,6,16,35,32,77,66,55,44,8,0,0,0,0,0,0,0,0,230,58230,60692,49857,3633,8,559316.6759,16261,92203.41923,0,0,0,559317,0,0,0,0,0,0,0,131530,2067,692,557042,3910,3910,829902.1984,0.00961189,5.35898E-06,61057.73047
5732,693,5640,1.267762,5640,227,XBGY-15,5,8,6,16,35,32,78,57,46,35,8,0,0,0,0,0,0,0,0,230,59087,34167,141387,15179,8,1197195.566,16133,94118.50966,0,0,0,1197200,0,0,0,0,0,0,0,150530,4571,693,1192390,3611,3611,830037.6854,0.014343772,1.2607E-05,143654.9063
5733,693,5640,1.267762,5640,227,XBGY-15,5,8,6,16,35,32,78,57,46,35,8,0,0,0,0,0,0,0,0,230,59087,34167,141387,15179,8,1197195.566,16133,94118.50966,0,0,0,1197200,0,0,0,0,0,0,0,150530,4571,693,1192390,3612,3612,830025.6376,0.018736545,1.95476E-05,222741.2344
5734,693,5640,1.267762,5640,227,XBGY-15,5,8,6,16,35,32,78,57,46,35,8,0,0,0,0,0,0,0,0,230,59087,34167,141387,15179,8,1197195.566,16133,94118.50966,0,0,0,1197200,0,0,0,0,0,0,0,150530,4571,693,1192390,3711,3711,829988.515,0.020807085,2.43711E-05,277695.7188
5735,693,5640,1.267762,5640,227,XBGY-15,5,8,6,16,35,32,78,57,46,35,8,0,0,0,0,0,0,0,0,230,59087,34167,141387,15179,8,1197195.566,16133,94118.50966,0,0,0,1197200,0,0,0,0,0,0,0,150530,4571,693,1192390,3712,3712,829976.4693,0.027321006,4.81203E-05,548297.875
5736,694,3410,0.938655,3410,133,NS009-01-05,3,3,3,11,16,21,58,37,26,15,3,0,0,0,0,0,0,0,0,221,22902,9881,6477,608,3,1007187.201,13052,106716.478,1,0,130523,492654,0,0,0,0,0,0,0,180730,2068,694,491251,1326,1326,830986.0254,0.021699879,2.50151E-05,285372.6563
5737,694,3410,0.938655,3410,133,NS009-01-05,3,3,3,11,16,21,58,37,26,15,3,0,0,0,0,0,0,0,0,221,22902,9881,6477,608,3,1007187.201,13052,106716.478,1,0,130523,492654,0,0,0,0,0,0,0,180730,2068,694,491251,1327,1327,830974.44,0.002156102,6.22616E-08,710.2640991
5738,694,3410,0.938655,3410,133,NS009-01-05,3,3,3,11,16,21,58,37,26,15,3,0,0,0,0,0,0,0,0,221,22902,9881,6477,608,3,1007187.201,13052,106716.478,1,0,130523,492654,0,0,0,0,0,0,0,180730,2068,694,491251,1426,1426,830937.2786,0.02067489,1.78857E-05,204032.5625
5739,694,3410,0.938655,3410,133,NS009-01-05,3,3,3,11,16,21,58,37,26,15,3,0,0,0,0,0,0,0,0,221,22902,9881,6477,608,3,1007187.201,13052,106716.478,1,0,130523,492654,0,0,0,0,0,0,0,180730,2068,694,491251,1427,1427,830925.6953,0.001317138,9.95056E-08,1135.129028
5740,695,3440,1.509168,3440,136,NS010-02-19,3,4,3,12,16,22,67,56,45,34,4,0,0,0,0,0,0,0,0,221,14850,7424,24095,12369,3,917556.9635,13024,102703.8808,0,0,0,917557,0,0,0,0,0,0,0,160423,2069,695,914897,1521,1521,830946.9329,0.021193694,2.50023E-05,285214.1875
5741,695,3440,1.509168,3440,136,NS010-02-19,3,4,3,12,16,22,67,56,45,34,4,0,0,0,0,0,0,0,0,221,14850,7424,24095,12369,3,917556.9635,13024,102703.8808,0,0,0,917557,0,0,0,0,0,0,0,160423,2069,695,914897,1522,1522,830935.181,0.02230792,2.66293E-05,303770.5313
5742,695,3440,1.509168,3440,136,NS010-02-19,3,4,3,12,16,22,67,56,45,34,4,0,0,0,0,0,0,0,0,221,14850,7424,24095,12369,3,917556.9635,13024,102703.8808,0,0,0,917557,0,0,0,0,0,0,0,160423,2069,695,914897,1621,1621,830898.1416,0.009775686,3.75887E-06,42877.85938
5743,695,3440,1.509168,3440,136,NS010-02-19,3,4,3,12,16,22,67,56,45,34,4,0,0,0,0,0,0,0,0,221,14850,7424,24095,12369,3,917556.9635,13024,102703.8808,0,0,0,917557,0,0,0,0,0,0,0,160423,2069,695,914897,1622,1622,830886.3917,0.01977373,2.48126E-05,283034.0313
5744,696,6480,1.881937,6480,311,BA402B-04,5,7,8,18,28,37,58,46,34,22,7,0,0,0,0,0,0,0,0,234,28310,17776,467,2561,13,753736.8133,18186,112423.9919,0,0,0,753737,0,0,0,0,0,0,0,160512,5587,696,751248,1932,1932,830624.3632,0.01517805,1.18984E-05,135676.5469
5745,696,6480,1.881937,6480,311,BA402B-04,5,7,8,18,28,37,58,46,34,22,7,0,0,0,0,0,0,0,0,234,28310,17776,467,2561,13,753736.8133,18186,112423.9919,0,0,0,753737,0,0,0,0,0,0,0,160512,5587,696,751248,1933,1933,830612.9949,0.007628158,2.94906E-06,33627.58594
5746,696,6480,1.881937,6480,311,BA402B-04,5,7,8,18,28,37,58,46,34,22,7,0,0,0,0,0,0,0,0,234,28310,17776,467,2561,13,753736.8133,18186,112423.9919,0,0,0,753737,0,0,0,0,0,0,0,160512,5587,696,751248,2031,2031,830586.9269,0.002985323,4.09359E-07,4667.744141
5747,696,6480,1.881937,6480,311,BA402B-04,5,7,8,18,28,37,58,46,34,22,7,0,0,0,0,0,0,0,0,234,28310,17776,467,2561,13,753736.8133,18186,112423.9919,0,0,0,753737,0,0,0,0,0,0,0,160512,5587,696,751248,2032,2032,830575.5265,0.032673461,4.44879E-05,507274.2813
5748,696,6480,1.881937,6480,311,BA402B-04,5,7,8,18,28,37,58,46,34,22,7,0,0,0,0,0,0,0,0,234,28310,17776,467,2561,13,753736.8133,18186,112423.9919,0,0,0,753737,0,0,0,0,0,0,0,160512,5587,696,751248,2033,2033,830564.1603,0.011428881,6.13892E-06,70000.32031
5749,697,7980,1.318932,7980,451,LG203-03,6,6,10,20,39,43,67,56,45,35,6,0,0,0,0,0,0,0,0,239,10042,13232,349,29652,19,815612.1638,20195,141293.1814,0,0,0,815612,0,0,0,0,0,0,0,162610,3557,697,812121,2963,2963,829799.2694,0.015173871,1.35699E-05,154584.0156
5750,697,7980,1.318932,7980,451,LG203-03,6,6,10,20,39,43,67,56,45,35,6,0,0,0,0,0,0,0,0,239,10042,13232,349,29652,19,815612.1638,20195,141293.1814,0,0,0,815612,0,0,0,0,0,0,0,162610,3557,697,812121,2964,2964,829788.976,0.024705085,2.86085E-05,325895.8438
5751,697,7980,1.318932,7980,451,LG203-03,6,6,10,20,39,43,67,56,45,35,6,0,0,0,0,0,0,0,0,239,10042,13232,349,29652,19,815612.1638,20195,141293.1814,0,0,0,815612,0,0,0,0,0,0,0,162610,3557,697,812121,3063,3063,829750.323,0.015767133,1.50485E-05,171421.5313
5752,697,7980,1.318932,7980,451,LG203-03,6,6,10,20,39,43,67,56,45,35,6,0,0,0,0,0,0,0,0,239,10042,13232,349,29652,19,815612.1638,20195,141293.1814,0,0,0,815612,0,0,0,0,0,0,0,162610,3557,697,812121,3064,3064,829740.0316,0.018749159,1.40651E-05,160218.4375
5753,698,6420,1.04608,6420,305,BA401C-01,5,7,8,18,32,36,67,56,45,34,7,0,0,0,0,0,0,0,0,235,5032,5886,27,10216,17,1249644.015,18022,111506.2029,0,0,0,666216,0,0,0,0,0,0,0,161330,5588,698,663465,3331,3331,829950.4749,0.011967469,2.54555E-06,29002.83789
5754,698,6420,1.04608,6420,305,BA401C-01,5,7,8,18,32,36,67,56,45,34,7,0,0,0,0,0,0,0,0,235,5032,5886,27,10216,17,1249644.015,18022,111506.2029,0,0,0,666216,0,0,0,0,0,0,0,161330,5588,698,663465,3431,3431,829901.3979,0.027119533,4.51167E-05,514025.7188
5755,698,6420,1.04608,6420,305,BA401C-01,5,7,8,18,32,36,67,56,45,34,7,0,0,0,0,0,0,0,0,235,5032,5886,27,10216,17,1249644.015,18022,111506.2029,0,0,0,666216,0,0,0,0,0,0,0,161330,5588,698,663465,3530,3530,829863.7075,0.005204023,3.09186E-07,3522.480469
5756,698,6420,1.04608,6420,305,BA401C-01,5,7,8,18,32,36,67,56,45,34,7,0,0,0,0,0,0,0,0,235,5032,5886,27,10216,17,1249644.015,18022,111506.2029,0,0,0,666216,0,0,0,0,0,0,0,161330,5588,698,663465,3531,3531,829852.3039,0.013891856,1.0262E-05,116913.625
5757,699,6260,0.950772,6260,289,BA401C-02,5,7,8,18,32,36,68,57,46,35,7,0,0,0,0,0,0,0,0,235,10463,8,52,8,17,1449816.656,18024,111620.3029,0,0,0,873296,0,0,0,0,0,0,0,130523,5589,699,869779,3230,3230,830010.9446,0.011147412,4.63157E-06,52774.37109
5758,699,6260,0.950772,6260,289,BA401C-02,5,7,8,18,32,36,68,57,46,35,7,0,0,0,0,0,0,0,0,235,10463,8,52,8,17,1449816.656,18024,111620.3029,0,0,0,873296,0,0,0,0,0,0,0,130523,5589,699,869779,3231,3231,829999.5348,0.027238488,4.27393E-05,486993.875
5759,699,6260,0.950772,6260,289,BA401C-02,5,7,8,18,32,36,68,57,46,35,7,0,0,0,0,0,0,0,0,235,10463,8,52,8,17,1449816.656,18024,111620.3029,0,0,0,873296,0,0,0,0,0,0,0,130523,5589,699,869779,3232,3232,829988.1591,0.011627347,4.93301E-06,56208.52734
5760,699,6260,0.950772,6260,289,BA401C-02,5,7,8,18,32,36,68,57,46,35,7,0,0,0,0,0,0,0,0,235,10463,8,52,8,17,1449816.656,18024,111620.3029,0,0,0,873296,0,0,0,0,0,0,0,130523,5589,699,869779,3330,3330,829961.8825,0.006932092,2.94653E-06,33573.55469
5761,699,6260,0.950772,6260,289,BA401C-02,5,7,8,18,32,36,68,57,46,35,7,0,0,0,0,0,0,0,0,235,10463,8,52,8,17,1449816.656,18024,111620.3029,0,0,0,873296,0,0,0,0,0,0,0,130523,5589,699,869779,3331,3331,829950.4749,0.022403049,2.0383E-05,232243
5762,699,6260,0.950772,6260,289,BA401C-02,5,7,8,18,32,36,68,57,46,35,7,0,0,0,0,0,0,0,0,235,10463,8,52,8,17,1449816.656,18024,111620.3029,0,0,0,873296,0,0,0,0,0,0,0,130523,5589,699,869779,3332,3332,829939.1012,0.004208064,7.00854E-07,7985.605957
5763,700,6260,0.950772,6260,289,BA401C-02,5,7,8,18,32,36,68,57,46,35,7,0,0,0,0,0,0,0,0,235,10463,8,52,8,17,820198.3173,18035,113258.2513,0,0,0,820198,0,0,0,0,0,0,0,130240,5590,700,816907,3132,3132,830037.2,0.011685362,8.01863E-06,91371.13281
5764,700,6260,0.950772,6260,289,BA401C-02,5,7,8,18,32,36,68,57,46,35,7,0,0,0,0,0,0,0,0,235,10463,8,52,8,17,820198.3173,18035,113258.2513,0,0,0,820198,0,0,0,0,0,0,0,130240,5590,700,816907,3133,3133,830025.8563,0.017304961,1.74744E-05,199117.6719
5765,700,6260,0.950772,6260,289,BA401C-02,5,7,8,18,32,36,68,57,46,35,7,0,0,0,0,0,0,0,0,235,10463,8,52,8,17,820198.3173,18035,113258.2513,0,0,0,820198,0,0,0,0,0,0,0,130240,5590,700,816907,3232,3232,829988.1591,0.011786786,7.24947E-06,82604.52344
5766,700,6260,0.950772,6260,289,BA401C-02,5,7,8,18,32,36,68,57,46,35,7,0,0,0,0,0,0,0,0,235,10463,8,52,8,17,820198.3173,18035,113258.2513,0,0,0,820198,0,0,0,0,0,0,0,130240,5590,700,816907,3233,3233,829976.8174,0.027829323,3.55776E-05,405383.9063
5767,700,6260,0.950772,6260,289,BA401C-02,5,7,8,18,32,36,68,57,46,35,7,0,0,0,0,0,0,0,0,235,10463,8,52,8,17,820198.3173,18035,113258.2513,0,0,0,820198,0,0,0,0,0,0,0,130240,5590,700,816907,3234,3234,829965.5097,0.007631478,3.37283E-06,38430.01953
5768,701,6360,0.876834,6360,299,BA401D-04,5,7,8,18,32,36,67,55,44,33,7,0,0,0,0,0,0,0,0,235,25112,17335,19967,5477,17,925098.0594,18063,115402.3203,0,0,0,925098,0,0,0,0,0,0,0,181860,5591,701,921380,3134,3134,830014.5465,0.004414585,8.35361E-07,9518.819336
5769,701,6360,0.876834,6360,299,BA401D-04,5,7,8,18,32,36,67,55,44,33,7,0,0,0,0,0,0,0,0,235,25112,17335,19967,5477,17,925098.0594,18063,115402.3203,0,0,0,925098,0,0,0,0,0,0,0,181860,5591,701,921380,3135,3135,830003.2709,0.026595149,4.63083E-05,527663.625
5770,701,6360,0.876834,6360,299,BA401D-04,5,7,8,18,32,36,67,55,44,33,7,0,0,0,0,0,0,0,0,235,25112,17335,19967,5477,17,925098.0594,18063,115402.3203,0,0,0,925098,0,0,0,0,0,0,0,181860,5591,701,921380,3136,3136,829992.0292,0.011510218,5.62783E-06,64124.89453
5771,701,6360,0.876834,6360,299,BA401D-04,5,7,8,18,32,36,67,55,44,33,7,0,0,0,0,0,0,0,0,235,25112,17335,19967,5477,17,925098.0594,18063,115402.3203,0,0,0,925098,0,0,0,0,0,0,0,181860,5591,701,921380,3235,3235,829954.2361,0.01959838,2.03965E-05,232400.5469
5772,701,6360,0.876834,6360,299,BA401D-04,5,7,8,18,32,36,67,55,44,33,7,0,0,0,0,0,0,0,0,235,25112,17335,19967,5477,17,925098.0594,18063,115402.3203,0,0,0,925098,0,0,0,0,0,0,0,181860,5591,701,921380,3236,3236,829942.9965,0.011643105,7.69418E-06,87668.44531
5773,702,6110,0.851973,6110,274,XBGX03-01,5,8,7,17,29,35,57,45,34,33,8,0,0,0,0,0,0,0,0,233,30244,15605,43328,2677,12,2201591.415,17141,102822.9096,0,0,0,823326,0,0,0,0,0,0,0,201950,4084,702,820239,2921,2921,830262.3041,0.011686713,3.9665E-06,45210.09766
5774,702,6110,0.851973,6110,274,XBGX03-01,5,8,7,17,29,35,57,45,34,33,8,0,0,0,0,0,0,0,0,233,30244,15605,43328,2677,12,2201591.415,17141,102822.9096,0,0,0,823326,0,0,0,0,0,0,0,201950,4084,702,820239,2922,2922,830250.5817,0.01098212,6.32469E-06,72087.64063
5775,702,6110,0.851973,6110,274,XBGX03-01,5,8,7,17,29,35,57,45,34,33,8,0,0,0,0,0,0,0,0,233,30244,15605,43328,2677,12,2201591.415,17141,102822.9096,0,0,0,823326,0,0,0,0,0,0,0,201950,4084,702,820239,3021,3021,830213.2743,0.026103929,4.08E-05,465018
5776,702,6110,0.851973,6110,274,XBGX03-01,5,8,7,17,29,35,57,45,34,33,8,0,0,0,0,0,0,0,0,233,30244,15605,43328,2677,12,2201591.415,17141,102822.9096,0,0,0,823326,0,0,0,0,0,0,0,201950,4084,702,820239,3022,3022,830201.554,0.020923789,2.08752E-05,237923.4375
5777,703,6120,1.392748,6120,275,XBGX03-04,5,8,7,17,29,35,58,47,46,45,8,0,0,0,0,0,0,0,0,233,10954,32237,10984,20230,12,3599010.678,17153,104755.8496,0,0,0,1877720,0,0,0,0,0,0,0,180220,4085,703,1870540,3023,3023,830189.8678,0.027265177,4.39196E-05,500559.0625
5778,703,6120,1.392748,6120,275,XBGX03-04,5,8,7,17,29,35,58,47,46,45,8,0,0,0,0,0,0,0,0,233,10954,32237,10984,20230,12,3599010.678,17153,104755.8496,0,0,0,1877720,0,0,0,0,0,0,0,180220,4085,703,1870540,3024,3024,830178.2156,0.023919656,3.32191E-05,378597.4063
5779,703,6120,1.392748,6120,275,XBGX03-04,5,8,7,17,29,35,58,47,46,45,8,0,0,0,0,0,0,0,0,233,10954,32237,10984,20230,12,3599010.678,17153,104755.8496,0,0,0,1877720,0,0,0,0,0,0,0,180220,4085,703,1870540,3123,3123,830140.8252,0.031833618,2.95704E-05,337000.0313
5780,703,6120,1.392748,6120,275,XBGX03-04,5,8,7,17,29,35,58,47,46,45,8,0,0,0,0,0,0,0,0,233,10954,32237,10984,20230,12,3599010.678,17153,104755.8496,0,0,0,1877720,0,0,0,0,0,0,0,180220,4085,703,1870540,3124,3124,830129.1752,0.027113547,3.86714E-05,440714.5625
5781,703,6120,1.392748,6120,275,XBGX03-04,5,8,7,17,29,35,58,47,46,45,8,0,0,0,0,0,0,0,0,233,10954,32237,10984,20230,12,3599010.678,17153,104755.8496,0,0,0,1877720,0,0,0,0,0,0,0,180220,4085,703,1870540,3223,3223,830091.7656,0.011739002,8.2199E-06,93674.14844
5782,703,6120,1.392748,6120,275,XBGX03-04,5,8,7,17,29,35,58,47,46,45,8,0,0,0,0,0,0,0,0,233,10954,32237,10984,20230,12,3599010.678,17153,104755.8496,0,0,0,1877720,0,0,0,0,0,0,0,180220,4085,703,1870540,3224,3224,830080.1177,0.012889352,1.05295E-05,119993.6563
5783,704,3060,0.550735,3060,98,NS001-04-01,3,4,3,3,16,13,55,34,23,12,4,0,0,0,0,0,0,0,0,213,55715,4000,76499,940,3,1423120.039,13182,101064.538,0,0,0,486685,0,0,0,0,0,0,0,180240,2070,704,485469,820,820,831299.7962,0.008210179,2.82828E-06,32276.79492
5784,704,3060,0.550735,3060,98,NS001-04-01,3,4,3,3,16,13,55,34,23,12,4,0,0,0,0,0,0,0,0,213,55715,4000,76499,940,3,1423120.039,13182,101064.538,0,0,0,486685,0,0,0,0,0,0,0,180240,2070,704,485469,920,920,831251.122,0.024679575,3.97125E-05,453193.25
5785,705,3050,0.955453,3050,97, ,3,4,3,3,16,13,27,15,13,11,4,0,0,0,0,0,0,0,1000,213,5280,3329,840,1587,3,2468921.614,13211,102983.3422,1,0,132112,595432,0,0,0,0,0,0,0,180350,2071,705,593972,722,722,831324.8816,0.016102981,1.59641E-05,182191
5786,705,3050,0.955453,3050,97, ,3,4,3,3,16,13,27,15,13,11,4,0,0,0,0,0,0,0,1000,213,5280,3329,840,1587,3,2468921.614,13211,102983.3422,1,0,132112,595432,0,0,0,0,0,0,0,180350,2071,705,593972,723,723,831313.1471,0.013360409,1.11042E-05,126726.6328
5787,705,3050,0.955453,3050,97, ,3,4,3,3,16,13,27,15,13,11,4,0,0,0,0,0,0,0,1000,213,5280,3329,840,1587,3,2468921.614,13211,102983.3422,1,0,132112,595432,0,0,0,0,0,0,0,180350,2071,705,593972,822,822,831276.2287,0.015427986,1.50104E-05,171302.6406
5788,705,3050,0.955453,3050,97, ,3,4,3,3,16,13,27,15,13,11,4,0,0,0,0,0,0,0,1000,213,5280,3329,840,1587,3,2468921.614,13211,102983.3422,1,0,132112,595432,0,0,0,0,0,0,0,180350,2071,705,593972,823,823,831264.4962,0.012889212,9.96756E-06,113752.0859
5789,706,5630,1.255658,5630,226,XBGY-16,5,8,6,16,35,32,78,67,56,45,8,0,0,0,0,0,0,0,0,230,28261,13085,428,17279,8,3244808.315,16141,95591.64197,0,0,0,1315630,0,0,0,0,0,0,0,180630,4572,706,1310210,3714,3714,829952.4801,0.00605698,7.32081E-07,8341.027344
5790,706,5630,1.255658,5630,226,XBGY-16,5,8,6,16,35,32,78,67,56,45,8,0,0,0,0,0,0,0,0,230,28261,13085,428,17279,8,3244808.315,16141,95591.64197,0,0,0,1315630,0,0,0,0,0,0,0,180630,4572,706,1310210,3715,3715,829940.5365,0.001685016,1.1317E-07,1289.404419
5791,706,5630,1.255658,5630,226,XBGY-16,5,8,6,16,35,32,78,67,56,45,8,0,0,0,0,0,0,0,0,230,28261,13085,428,17279,8,3244808.315,16141,95591.64197,0,0,0,1315630,0,0,0,0,0,0,0,180630,4572,706,1310210,3812,3812,829927.2841,0.011657956,3.75115E-06,42738.3125
5792,706,5630,1.255658,5630,226,XBGY-16,5,8,6,16,35,32,78,67,56,45,8,0,0,0,0,0,0,0,0,230,28261,13085,428,17279,8,3244808.315,16141,95591.64197,0,0,0,1315630,0,0,0,0,0,0,0,180630,4572,706,1310210,3813,3813,829915.2746,0.030035586,5.38051E-05,613020.4375
5793,706,5630,1.255658,5630,226,XBGY-16,5,8,6,16,35,32,78,67,56,45,8,0,0,0,0,0,0,0,0,230,28261,13085,428,17279,8,3244808.315,16141,95591.64197,0,0,0,1315630,0,0,0,0,0,0,0,180630,4572,706,1310210,3814,3814,829903.2992,0.029482412,4.4828E-05,510739.0625
5794,706,5630,1.255658,5630,226,XBGY-16,5,8,6,16,35,32,78,67,56,45,8,0,0,0,0,0,0,0,0,230,28261,13085,428,17279,8,3244808.315,16141,95591.64197,0,0,0,1315630,0,0,0,0,0,0,0,180630,4572,706,1310210,3912,3912,829878.0818,0.003883079,8.97527E-07,10225.64258
5795,706,5630,1.255658,5630,226,XBGY-16,5,8,6,16,35,32,78,67,56,45,8,0,0,0,0,0,0,0,0,230,28261,13085,428,17279,8,3244808.315,16141,95591.64197,0,0,0,1315630,0,0,0,0,0,0,0,180630,4572,706,1310210,3913,3913,829866.0745,0.019729123,8.11456E-06,92448.85156
5796,706,5630,1.255658,5630,226,XBGY-16,5,8,6,16,35,32,78,67,56,45,8,0,0,0,0,0,0,0,0,230,28261,13085,428,17279,8,3244808.315,16141,95591.64197,0,0,0,1315630,0,0,0,0,0,0,0,180630,4572,706,1310210,3914,3914,829854.1012,0.008548775,2.75659E-06,31405.54688
5797,707,5640,1.267762,5640,227,XBGY-15,5,8,6,16,35,32,78,57,46,35,8,0,0,0,0,0,0,0,0,230,59087,34167,141387,15179,8,2078893.134,16131,94292.9659,0,0,0,798471,0,0,0,0,0,0,0,171410,4573,707,795157,3911,3911,829890.1231,0.017043311,1.64904E-05,187876.4219
5798,707,5640,1.267762,5640,227,XBGY-15,5,8,6,16,35,32,78,57,46,35,8,0,0,0,0,0,0,0,0,230,59087,34167,141387,15179,8,2078893.134,16131,94292.9659,0,0,0,798471,0,0,0,0,0,0,0,171410,4573,707,795157,3912,3912,829878.0818,0.028340271,5.01271E-05,571093.5625
5799,707,5640,1.267762,5640,227,XBGY-15,5,8,6,16,35,32,78,57,46,35,8,0,0,0,0,0,0,0,0,230,59087,34167,141387,15179,8,2078893.134,16131,94292.9659,0,0,0,798471,0,0,0,0,0,0,0,171410,4573,707,795157,4012,4012,829828.8625,0.009152697,3.17631E-06,36186.03125
5800,708,5910,4160000,5910,254,XBGX01-13,5,8,7,17,34,33,77,66,55,44,8,0,0,0,0,0,0,0,0,231,23400,37657,43933,12496,10,1713415.081,17122,99138.29507,0,0,0,760393,0,0,0,0,0,0,0,171530,4086,708,757370,3417,3417,830064.1726,0.018169403,1.48976E-05,169762.7656
5801,708,5910,4160000,5910,254,XBGX01-13,5,8,7,17,34,33,77,66,55,44,8,0,0,0,0,0,0,0,0,231,23400,37657,43933,12496,10,1713415.081,17122,99138.29507,0,0,0,760393,0,0,0,0,0,0,0,171530,4086,708,757370,3418,3418,830052.3247,0.007364239,3.01358E-06,34339.98828
5802,708,5910,4160000,5910,254,XBGX01-13,5,8,7,17,34,33,77,66,55,44,8,0,0,0,0,0,0,0,0,231,23400,37657,43933,12496,10,1713415.081,17122,99138.29507,0,0,0,760393,0,0,0,0,0,0,0,171530,4086,708,757370,3517,3517,830015.0492,0.02380161,3.55927E-05,405573.5625
5803,708,5910,4160000,5910,254,XBGX01-13,5,8,7,17,34,33,77,66,55,44,8,0,0,0,0,0,0,0,0,231,23400,37657,43933,12496,10,1713415.081,17122,99138.29507,0,0,0,760393,0,0,0,0,0,0,0,171530,4086,708,757370,3518,3518,830003.2034,0.015684629,1.29615E-05,147694.1094
5804,709,5920,2.060575,5920,255,XBGX01-10,5,8,7,17,34,33,67,56,45,34,8,0,0,0,0,0,0,0,0,231,22137,61629,68,34867,10,1356481.494,17096,101281.9447,0,0,0,623807,0,0,0,0,0,0,0,131820,4087,709,621302,3420,3420,830028.7309,0.003979018,1.58692E-07,1808.278809
5805,709,5920,2.060575,5920,255,XBGX01-10,5,8,7,17,34,33,67,56,45,34,8,0,0,0,0,0,0,0,0,231,22137,61629,68,34867,10,1356481.494,17096,101281.9447,0,0,0,623807,0,0,0,0,0,0,0,131820,4087,709,621302,3519,3519,829991.3916,0.021866842,2.06036E-05,234767.1719
5806,709,5920,2.060575,5920,255,XBGX01-10,5,8,7,17,34,33,67,56,45,34,8,0,0,0,0,0,0,0,0,231,22137,61629,68,34867,10,1356481.494,17096,101281.9447,0,0,0,623807,0,0,0,0,0,0,0,131820,4087,709,621302,3520,3520,829979.6139,0.024235528,3.37642E-05,384726.6875
